company,rating,headquarters,salary estimate,job type,size,type,sector,revenue
23andMe,4.1,"South San Francisco, CA",132.0,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
"Personalis, Inc",3.9,"Menlo Park, CA",98.0,Full-time,201 to 500 employees,company - public,biotech & pharmaceuticals,$25 to $50 million (usd)
"Del Monte Foods, Inc.",3.4,"Walnut Creek, CA",122.5,Full-time,1001 to 5000 employees,subsidiary or business segment,manufacturing,$1 to $2 billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",131.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Thermo Fisher - America,3.8,"San Francisco, CA",115.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Blue Owl,4.8,"San Francisco, CA",147.0,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
23andMe,4.1,"Sunnyvale, CA",152.5,Full-time,501 to 1000 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Nestle USA,4.1,"Oakland, CA",119.0,Full-time,1001 to 5000 employees,subsidiary or business segment,manufacturing,$10+ billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",140.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Roche,4.3,"Santa Clara, CA",193.0,Full-time,5001 to 10000 employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
LegalZoom,3.2,"San Mateo, CA",155.0,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",80.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",112.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Charles River Laboratories,3.5,"San Francisco, CA",126.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",88.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",121.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
CCRM,3.8,"San Francisco, CA",109.5,Full-time,1 to 50 employees,self-employed,health care,less than $1 million (usd)
Walmart,3.4,"Sunnyvale, CA",127.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Thermo Fisher - America,3.8,"San Francisco, CA",124.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",101.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Akoya Biosciences,4.0,"Menlo Park, CA",103.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Charles River Laboratories,3.5,"San Francisco, CA",126.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Adventist Health,3.6,"Lodi, CA",76.5,Full-time,10000+ employees,nonprofit organization,health care,unknown / non-applicable
Bristol Myers Squibb,4.1,"Redwood City, CA",139.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Akoya Biosciences,4.0,"Menlo Park, CA",101.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Charles River Laboratories,3.5,"San Francisco, CA",116.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$2 to $5 billion (usd)
Johnson & Johnson Family of Companies,4.2,"San Francisco, CA",125.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Akoya Biosciences,4.0,"Menlo Park, CA",103.5,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
Blue Owl,4.8,"San Francisco, CA",125.5,Full-time,51 to 200 employees,company - private,insurance,unknown / non-applicable
Walmart,3.4,"Sunnyvale, CA",139.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",152.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",151.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",107.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",145.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",145.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Walmart,3.4,"Sunnyvale, CA",137.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Chinese Hospital,3.8,"San Francisco, CA",79.5,Full-time,201 to 500 employees,company - private,health care,$100 to $500 million (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",114.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Walmart,3.4,"Sunnyvale, CA",154.0,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",143.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",153.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",104.5,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Edgesource Corporation,3.9,"Mountain View, CA",93.5,Full-time,51 to 200 employees,company - public,information technology,$10 to $25 million (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",120.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Indeed,4.3,"San Francisco, CA",163.0,Full-time,10000+ employees,company - private,information technology,$2 to $5 billion (usd)
Edgesource Corporation,3.9,"Mountain View, CA",93.5,Full-time,51 to 200 employees,company - public,information technology,$10 to $25 million (usd)
Facebook,4.3,"Menlo Park, CA",160.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",145.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",90.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Indeed,4.3,"San Francisco, CA",169.5,Full-time,10000+ employees,company - private,information technology,$2 to $5 billion (usd)
Webhelp Americas,3.2,"San Bruno, CA",104.5,Full-time,10000+ employees,company - private,business services,$500 million to $1 billion (usd)
Bristol Myers Squibb,4.1,"Redwood City, CA",160.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
Tailored Management,4.4,"South San Francisco, CA",112.5,Full-time,51 to 200 employees,company - private,business services,$50 to $100 million (usd)
Webhelp Americas,3.2,"San Jose, CA",93.5,Full-time,10000+ employees,company - private,business services,$500 million to $1 billion (usd)
EOS,3.7,"Fremont, CA",117.5,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
Fremont Bank,3.0,"Livermore, CA",91.5,Full-time,501 to 1000 employees,company - private,finance,$1 to $2 billion (usd)
Indeed,4.3,"Sunnyvale, CA",154.0,Full-time,10000+ employees,company - private,information technology,$2 to $5 billion (usd)
Uber,4.0,"Sunnyvale, CA",146.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Jazz Pharma,4.1,"Palo Alto, CA",133.5,Full-time,1001 to 5000 employees,company - public,biotech & pharmaceuticals,$1 to $2 billion (usd)
"Raybeam, Inc.",4.8,"Mountain View, CA",61.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable
Walmart,3.4,"Sunnyvale, CA",139.5,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
Walmart,3.4,"Sunnyvale, CA",139.5,Full-time,10000+ employees,company - public,retail,$10+ billion (usd)
On-Board Companies,3.4,"San Francisco, CA",107.0,Full-time,1001 to 5000 employees,company - private,business services,$25 to $50 million (usd)
Cornershop by Uber,4.4,"San Francisco, CA",85.0,Full-time,1001 to 5000 employees,company - private,information technology,unknown / non-applicable
TikTok,3.8,"Mountain View, CA",131.5,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
Bristol Myers Squibb,4.1,"Redwood City, CA",142.0,Full-time,10000+ employees,company - public,biotech & pharmaceuticals,$10+ billion (usd)
DoorDash,3.9,"San Francisco, CA",134.0,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable
Next Insurance,4.7,"Palo Alto, CA",117.0,Full-time,501 to 1000 employees,company - private,insurance,unknown / non-applicable
BEPC Inc,3.7,"San Francisco, CA",124.5,Full-time,51 to 200 employees,company - private,business services,$10 to $25 million (usd)
6sense,4.9,"San Francisco, CA",139.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Skan,4.8,"San Jose, CA",120.0,Full-time,1 to 50 employees,company - private,business services,unknown / non-applicable
Salesforce,4.4,"San Francisco, CA",148.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Salesforce,4.4,"San Francisco, CA",150.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Wealthfront,4.5,"Palo Alto, CA",158.0,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable
Contus,4.2,"San Francisco, CA",94.0,Full-time,201 to 500 employees,company - private,information technology,$10 to $25 million (usd)
Uber,4.0,"San Francisco, CA",164.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
EOS,3.7,"Fremont, CA",98.0,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
"CytomX Therapeutics, Inc.",3.4,"South San Francisco, CA",133.0,Full-time,51 to 200 employees,company - public,biotech & pharmaceuticals,unknown / non-applicable
MOLOCO,4.1,"Redwood City, CA",113.0,Full-time,51 to 200 employees,company - private,business services,$100 to $500 million (usd)
TikTok,3.8,"Mountain View, CA",143.0,Full-time,501 to 1000 employees,company - private,information technology,unknown / non-applicable
Amazon,3.8,"Palo Alto, CA",137.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Tesla,3.8,"Palo Alto, CA",142.5,Full-time,10000+ employees,company - public,manufacturing,$2 to $5 billion (usd)
3T Biosciences,4.1,"South San Francisco, CA",121.0,Full-time,1 to 50 employees,company - private,biotech & pharmaceuticals,unknown / non-applicable
Kaiser Permanente,4.0,"Oakland, CA",148.0,Full-time,10000+ employees,nonprofit organization,health care,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
"VIZIO, Inc.",4.1,"San Francisco, CA",151.0,Full-time,501 to 1000 employees,company - public,information technology,$2 to $5 billion (usd)
Vectra,2.8,"San Jose, CA",135.0,Full-time,51 to 200 employees,company - private,accounting & legal,$50 to $100 million (usd)
Uber,4.0,"San Francisco, CA",175.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Uber,4.0,"San Francisco, CA",148.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
f5,4.1,"Santa Clara, CA",132.5,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd)
"LotusFlare, Inc.",4.3,"Santa Clara, CA",132.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable
Salesforce,4.4,"San Francisco, CA",155.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Plenty,3.7,"South San Francisco, CA",154.0,Full-time,51 to 200 employees,company - private,retail,$5 to $10 million (usd)
Salesforce,4.4,"San Francisco, CA",155.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Chime,4.4,"San Francisco, CA",164.0,Full-time,201 to 500 employees,company - private,finance,unknown / non-applicable
Uber,4.0,"San Francisco, CA",192.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Tesla,3.8,"Palo Alto, CA",122.5,Full-time,10000+ employees,company - public,manufacturing,$2 to $5 billion (usd)
Plenty,3.7,"South San Francisco, CA",154.0,Full-time,51 to 200 employees,company - private,retail,$5 to $10 million (usd)
JD.com,3.6,"Mountain View, CA",112.0,Full-time,5001 to 10000 employees,company - public,retail,unknown / non-applicable
Innoplexus,3.9,"San Francisco, CA",155.0,Full-time,201 to 500 employees,company - private,business services,$1 to $5 million (usd)
Amazon,3.8,"San Francisco, CA",174.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Salesforce,4.4,"San Francisco, CA",154.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
Ursus,4.4,"Menlo Park, CA",138.5,Full-time,1 to 50 employees,company - private,information technology,unknown / non-applicable
Robinhood,4.3,"Menlo Park, CA",146.0,Full-time,501 to 1000 employees,company - private,finance,unknown / non-applicable
Uber,4.0,"Palo Alto, CA",123.0,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd)
